"level0","level1","Iwi(1) (total responses)(2) and iwi groupings","count"
"Te Atiawa (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",579
"Muaūpoko","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",372
"Rangitāne (Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",237
"Ngāti Raukawa (Horowhenua/Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",1935
"Ngāti Toarangatira (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",444
"Te Atiawa ki Whakarongotai","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",60
"Ngāti Tama ki Te Upoko o Te Ika (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",39
"Ngāti Kauwhata","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",135
"Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region, not further defined","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Ikaroa-Rāwhiti",57
"Te Atiawa (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",243
"Ngāti Koata","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",72
"Ngāti Kuia","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",141
"Kāti Māmoe","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",159
"Moriori","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",69
"Ngāti Mutunga (Wharekauri/Chatham Islands)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",186
"Rangitāne (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",102
"Ngāti Rārua","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",60
"Ngāi Tahu / Kāi Tahu","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",4494
"Ngāti Tama (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",30
"Ngāti Toarangatira (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",27
"Waitaha (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",51
"Ngāti Apa ki Te Rā Tō","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",84
"Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region, not further defined","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Ikaroa-Rāwhiti",45
"Tainui","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",537
"Te Arawa","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",1572
"Tākitimu","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",6
"Aotea","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",3
"Mātaatua","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",12
"Mahuru","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",0
"Māmari","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",0
"Ngātokimatawhaorua","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",0
"Nukutere","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",0
"Tokomaru","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",3
"Kurahaupō","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",0
"Muriwhenua","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",0
"Hauraki / Pare Hauraki","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",15
"Tūranganui a Kiwa","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",3
"Te Tauihu o Te Waka a Māui","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",6
"Tauranga Moana","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",24
"Horouta","Other Iwi not named, but waka or Iwi confederation known","Ikaroa-Rāwhiti",0
"Te Atiawa, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",279
"Ngāti Haua, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",24
"Ngāti Maru, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",42
"Ngāti Mutunga, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",27
"Rangitāne, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",213
"Ngāti Raukawa, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",414
"Ngāti Tama, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",12
"Ngāti Toa, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",78
"Waitaha, region unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",9
"Ngāti Apa, area unspecified","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",42
"Hapū affiliated to more than one iwi","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",207
"Don't know","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",11979
"Not elsewhere included(5)","Iwi Named but Region Unspecified","Ikaroa-Rāwhiti",2790
"Te Hiku(6)","Iwi groupings","Ikaroa-Rāwhiti",1086
"Hauraki(7)","Iwi groupings","Ikaroa-Rāwhiti",819
"Ngāi Tahu Whānui(8)","Iwi groupings","Ikaroa-Rāwhiti",4572
"Ngāti Kahungunu(9)","Iwi groupings","Ikaroa-Rāwhiti",26085
"Ngāti Raukawa(10)","Iwi groupings","Ikaroa-Rāwhiti",3063
"Ngāti Tama(11)","Iwi groupings","Ikaroa-Rāwhiti",159
"Te Arawa(12)","Iwi groupings","Ikaroa-Rāwhiti",3114
"Te Atiawa(13)","Iwi groupings","Ikaroa-Rāwhiti",2730
"Tūranganui a Kiwa(14)","Iwi groupings","Ikaroa-Rāwhiti",5640
"Waikato–Tainui(15)","Iwi groupings","Ikaroa-Rāwhiti",2838
"Ngāti Toarangatira(16)","Iwi groupings","Ikaroa-Rāwhiti",552
"Rangitāne(17)","Iwi groupings","Ikaroa-Rāwhiti",1794
"Other iwi(18)","Iwi groupings","Ikaroa-Rāwhiti",44340
"Ngā Hotahota o te Whitau(19)","Iwi groupings","Ikaroa-Rāwhiti",11979
"Not elsewhere included(5)","Iwi groupings","Ikaroa-Rāwhiti",2790
"Te Aupōuri","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",2193
"Ngāti Kahu","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",2223
"Ngāti Kurī","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",1560
"Ngāpuhi","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",28467
"Ngāpuhi ki Whaingaroa-Ngāti Kahu ki Whaingaroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",417
"Te Rarawa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",4041
"Ngāi Takoto","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",246
"Ngāti Wai","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",948
"Ngāti Whātua","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",3873
"Te Kawerau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",60
"Te Uri-o-Hau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",255
"Te Roroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",234
"Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region, not further defined","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Tāmaki Makaurau",516
"Ngāti Hako","Hauraki (Coromandel) Region","Tāmaki Makaurau",231
"Ngāti Hei","Hauraki (Coromandel) Region","Tāmaki Makaurau",84
"Ngāti Maru (Hauraki)(3)","Hauraki (Coromandel) Region","Tāmaki Makaurau",657
"Ngāti Paoa","Hauraki (Coromandel) Region","Tāmaki Makaurau",780
"Patukirikiri","Hauraki (Coromandel) Region","Tāmaki Makaurau",6
"Ngāti Porou ki Harataunga ki Mataora","Hauraki (Coromandel) Region","Tāmaki Makaurau",207
"Ngāti Pūkenga ki Waiau","Hauraki (Coromandel) Region","Tāmaki Makaurau",102
"Ngāti Rāhiri Tumutumu","Hauraki (Coromandel) Region","Tāmaki Makaurau",57
"Ngāi Tai (Hauraki)","Hauraki (Coromandel) Region","Tāmaki Makaurau",195
"Ngāti Tamaterā","Hauraki (Coromandel) Region","Tāmaki Makaurau",387
"Ngāti Tara Tokanui","Hauraki (Coromandel) Region","Tāmaki Makaurau",57
"Ngāti Whanaunga","Hauraki (Coromandel) Region","Tāmaki Makaurau",198
"Hauraki (Coromandel) Region, not further defined","Hauraki (Coromandel) Region","Tāmaki Makaurau",24
"Ngāti Haua (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Tāmaki Makaurau",678
"Ngāti Maniapoto","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Tāmaki Makaurau",4806
"Ngāti Raukawa (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Tāmaki Makaurau",1044
"Waikato","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Tāmaki Makaurau",7155
"Waikato/Te Rohe Pōtae (Waikato/King Country) Region, not further defined","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Tāmaki Makaurau",210
"Ngāti Pikiao (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",864
"Ngāti Rangiteaorere (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",51
"Ngāti Rangitihi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",246
"Ngāti Rangiwewehi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",243
"Tapuika (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",207
"Tarāwhai (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",30
"Tūhourangi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",258
"Uenuku-Kōpako (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",39
"Waitaha (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",39
"Ngāti Whakaue (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",768
"Ngāti Tūwharetoa","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",3315
"Ngāti Tahu-Ngāti Whaoa (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",123
"Te Arawa/Taupō (Rotorua/Taupō) Region, not further defined","Te Arawa/Taupō (Rotorua/Taupō) Region","Tāmaki Makaurau",240
"Ngāti Pūkenga","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",279
"Ngaiterangi","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",1602
"Ngāti Ranginui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",891
"Ngāti Awa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",2286
"Ngāti Manawa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",153
"Ngāi Tai (Tauranga Moana/Mātaatua)","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",303
"Tūhoe","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",3819
"Whakatōhea","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",1371
"Te Whānau-a-Apanui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",1365
"Ngāti Whare","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",78
"Tauranga Moana/Mātaatua (Bay of Plenty) Region, not further defined","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Tāmaki Makaurau",51
"Ngāti Porou","Te Tai Rāwhiti (East Coast) Region","Tāmaki Makaurau",7086
"Te Aitanga-a-Māhaki","Te Tai Rāwhiti (East Coast) Region","Tāmaki Makaurau",390
"Rongowhakaata","Te Tai Rāwhiti (East Coast) Region","Tāmaki Makaurau",351
"Ngāi Tāmanuhiri","Te Tai Rāwhiti (East Coast) Region","Tāmaki Makaurau",96
"Te Tai Rāwhiti (East Coast) Region, not further defined","Te Tai Rāwhiti (East Coast) Region","Tāmaki Makaurau",66
"Rongomaiwahine (Te Māhia)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",231
"Ngāti Kahungunu ki Te Wairoa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",1572
"Ngāti Kahungunu ki Heretaunga","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",654
"Ngāti Kahungunu ki Wairarapa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",438
"Ngāti Kahungunu, region unspecified","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",1410
"Rangitāne (Te Matau-a-Māui/Hawke's Bay/Wairarapa)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",96
"Ngāti Kahungunu ki Te Whanganui-a-Orotu","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",108
"Ngāti Kahungunu ki Tamatea","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",36
"Ngāti Kahungunu ki Tamakinui a Rua","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",30
"Ngāti Pāhauwera","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",84
"Ngāti Rākaipaaka","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",105
"Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region, not further defined","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Tāmaki Makaurau",30
"Te Atiawa (Taranaki)","Taranaki (Taranaki) Region","Tāmaki Makaurau",1236
"Ngāti Maru (Taranaki)","Taranaki (Taranaki) Region","Tāmaki Makaurau",90
"Ngāti Mutunga (Taranaki)","Taranaki (Taranaki) Region","Tāmaki Makaurau",186
"Ngā Rauru","Taranaki (Taranaki) Region","Tāmaki Makaurau",300
"Ngā Ruahine","Taranaki (Taranaki) Region","Tāmaki Makaurau",348
"Ngāti Ruanui","Taranaki (Taranaki) Region","Tāmaki Makaurau",615
"Ngāti Tama (Taranaki)","Taranaki (Taranaki) Region","Tāmaki Makaurau",90
"Taranaki","Taranaki (Taranaki) Region","Tāmaki Makaurau",561
"Tangāhoe","Taranaki (Taranaki) Region","Tāmaki Makaurau",18
"Pakakohi","Taranaki (Taranaki) Region","Tāmaki Makaurau",15
"Taranaki (Taranaki) Region, not further defined","Taranaki (Taranaki) Region","Tāmaki Makaurau",9
"Ngāti Apa (Rangitīkei)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Tāmaki Makaurau",129
"Te Ati Haunui-a-Pāpārangi","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Tāmaki Makaurau",612
"Ngāti Haua (Taumarunui)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Tāmaki Makaurau",102
"Ngāti Hauiti","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Tāmaki Makaurau",78
"Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region, not further defined","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Tāmaki Makaurau",0
"Te Atiawa (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",138
"Muaūpoko","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",135
"Rangitāne (Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",78
"Ngāti Raukawa (Horowhenua/Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",921
"Ngāti Toarangatira (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",213
"Te Atiawa ki Whakarongotai","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",27
"Ngāti Tama ki Te Upoko o Te Ika (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",12
"Ngāti Kauwhata","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",57
"Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region, not further defined","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Tāmaki Makaurau",33
"Te Atiawa (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",138
"Ngāti Koata","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",72
"Ngāti Kuia","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",81
"Kāti Māmoe","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",135
"Moriori","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",39
"Ngāti Mutunga (Wharekauri/Chatham Islands)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",84
"Rangitāne (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",66
"Ngāti Rārua","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",69
"Ngāi Tahu / Kāi Tahu","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",3387
"Ngāti Tama (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",21
"Ngāti Toarangatira (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",15
"Waitaha (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",39
"Ngāti Apa ki Te Rā Tō","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",54
"Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region, not further defined","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Tāmaki Makaurau",30
"Tainui","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",2472
"Te Arawa","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",2790
"Tākitimu","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",6
"Aotea","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Mātaatua","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",30
"Mahuru","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Māmari","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Ngātokimatawhaorua","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Nukutere","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Tokomaru","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Kurahaupō","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Muriwhenua","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",18
"Hauraki / Pare Hauraki","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",51
"Tūranganui a Kiwa","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Te Tauihu o Te Waka a Māui","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",3
"Tauranga Moana","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",57
"Horouta","Other Iwi not named, but waka or Iwi confederation known","Tāmaki Makaurau",0
"Te Atiawa, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",312
"Ngāti Haua, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",132
"Ngāti Maru, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",198
"Ngāti Mutunga, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",33
"Rangitāne, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",57
"Ngāti Raukawa, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",549
"Ngāti Tama, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",24
"Ngāti Toa, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",63
"Waitaha, region unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",15
"Ngāti Apa, area unspecified","Iwi Named but Region Unspecified","Tāmaki Makaurau",87
"Hapū affiliated to more than one iwi","Iwi Named but Region Unspecified","Tāmaki Makaurau",969
"Don't know","Iwi Named but Region Unspecified","Tāmaki Makaurau",14724
"Not elsewhere included(5)","Iwi Named but Region Unspecified","Tāmaki Makaurau",2871
"Te Hiku(6)","Iwi groupings","Tāmaki Makaurau",8532
"Hauraki(7)","Iwi groupings","Tāmaki Makaurau",2655
"Ngāi Tahu Whānui(8)","Iwi groupings","Tāmaki Makaurau",3453
"Ngāti Kahungunu(9)","Iwi groupings","Tāmaki Makaurau",4272
"Ngāti Raukawa(10)","Iwi groupings","Tāmaki Makaurau",2475
"Ngāti Tama(11)","Iwi groupings","Tāmaki Makaurau",147
"Te Arawa(12)","Iwi groupings","Tāmaki Makaurau",5139
"Te Atiawa(13)","Iwi groupings","Tāmaki Makaurau",1788
"Tūranganui a Kiwa(14)","Iwi groupings","Tāmaki Makaurau",726
"Waikato–Tainui(15)","Iwi groupings","Tāmaki Makaurau",10047
"Ngāti Toarangatira(16)","Iwi groupings","Tāmaki Makaurau",294
"Rangitāne(17)","Iwi groupings","Tāmaki Makaurau",294
"Other iwi(18)","Iwi groupings","Tāmaki Makaurau",52653
"Ngā Hotahota o te Whitau(19)","Iwi groupings","Tāmaki Makaurau",14721
"Not elsewhere included(5)","Iwi groupings","Tāmaki Makaurau",2871
"Te Aupōuri","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",549
"Ngāti Kahu","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",390
"Ngāti Kurī","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",309
"Ngāpuhi","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",10293
"Ngāpuhi ki Whaingaroa-Ngāti Kahu ki Whaingaroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",117
"Te Rarawa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",843
"Ngāi Takoto","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",51
"Ngāti Wai","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",237
"Ngāti Whātua","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",1020
"Te Kawerau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",6
"Te Uri-o-Hau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",120
"Te Roroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",60
"Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region, not further defined","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Te Tai Hauāuru",111
"Ngāti Hako","Hauraki (Coromandel) Region","Te Tai Hauāuru",159
"Ngāti Hei","Hauraki (Coromandel) Region","Te Tai Hauāuru",27
"Ngāti Maru (Hauraki)(3)","Hauraki (Coromandel) Region","Te Tai Hauāuru",327
"Ngāti Paoa","Hauraki (Coromandel) Region","Te Tai Hauāuru",258
"Patukirikiri","Hauraki (Coromandel) Region","Te Tai Hauāuru",0
"Ngāti Porou ki Harataunga ki Mataora","Hauraki (Coromandel) Region","Te Tai Hauāuru",210
"Ngāti Pūkenga ki Waiau","Hauraki (Coromandel) Region","Te Tai Hauāuru",36
"Ngāti Rāhiri Tumutumu","Hauraki (Coromandel) Region","Te Tai Hauāuru",42
"Ngāi Tai (Hauraki)","Hauraki (Coromandel) Region","Te Tai Hauāuru",27
"Ngāti Tamaterā","Hauraki (Coromandel) Region","Te Tai Hauāuru",261
"Ngāti Tara Tokanui","Hauraki (Coromandel) Region","Te Tai Hauāuru",42
"Ngāti Whanaunga","Hauraki (Coromandel) Region","Te Tai Hauāuru",36
"Hauraki (Coromandel) Region, not further defined","Hauraki (Coromandel) Region","Te Tai Hauāuru",9
"Ngāti Haua (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Te Tai Hauāuru",630
