"level0","level1","level2","level3","Total personal income(1)","count"
"Male","70–74 Years","Mangere","North Island general electorates","Loss",6
"Female","70–74 Years","Mangere","North Island general electorates","Loss",3
"Male","75–79 Years","Mangere","North Island general electorates","Loss",3
"Female","75–79 Years","Mangere","North Island general electorates","Loss",0
"Male","80–84 Years","Mangere","North Island general electorates","Loss",0
"Female","80–84 Years","Mangere","North Island general electorates","Loss",0
"Male","85 Years And Over","Mangere","North Island general electorates","Loss",0
"Female","85 Years And Over","Mangere","North Island general electorates","Loss",0
"Male","15–19 Years","Manukau East","North Island general electorates","Loss",36
"Female","15–19 Years","Manukau East","North Island general electorates","Loss",42
"Male","20–24 Years","Manukau East","North Island general electorates","Loss",33
"Female","20–24 Years","Manukau East","North Island general electorates","Loss",21
"Male","25–29 Years","Manukau East","North Island general electorates","Loss",27
"Female","25–29 Years","Manukau East","North Island general electorates","Loss",24
"Male","30–34 Years","Manukau East","North Island general electorates","Loss",15
"Female","30–34 Years","Manukau East","North Island general electorates","Loss",21
"Male","35–39 Years","Manukau East","North Island general electorates","Loss",12
"Female","35–39 Years","Manukau East","North Island general electorates","Loss",15
"Male","40–44 Years","Manukau East","North Island general electorates","Loss",21
"Female","40–44 Years","Manukau East","North Island general electorates","Loss",18
"Male","45–49 Years","Manukau East","North Island general electorates","Loss",18
"Female","45–49 Years","Manukau East","North Island general electorates","Loss",12
"Male","50–54 Years","Manukau East","North Island general electorates","Loss",18
"Female","50–54 Years","Manukau East","North Island general electorates","Loss",12
"Male","55–59 Years","Manukau East","North Island general electorates","Loss",12
"Female","55–59 Years","Manukau East","North Island general electorates","Loss",9
"Male","60–64 Years","Manukau East","North Island general electorates","Loss",9
"Female","60–64 Years","Manukau East","North Island general electorates","Loss",6
"Male","65–69 Years","Manukau East","North Island general electorates","Loss",6
"Female","65–69 Years","Manukau East","North Island general electorates","Loss",6
"Male","70–74 Years","Manukau East","North Island general electorates","Loss",3
"Female","70–74 Years","Manukau East","North Island general electorates","Loss",3
"Male","75–79 Years","Manukau East","North Island general electorates","Loss",0
"Female","75–79 Years","Manukau East","North Island general electorates","Loss",6
"Male","80–84 Years","Manukau East","North Island general electorates","Loss",3
"Female","80–84 Years","Manukau East","North Island general electorates","Loss",3
"Male","85 Years And Over","Manukau East","North Island general electorates","Loss",0
"Female","85 Years And Over","Manukau East","North Island general electorates","Loss",0
"Male","15–19 Years","Manurewa","North Island general electorates","Loss",54
"Female","15–19 Years","Manurewa","North Island general electorates","Loss",39
"Male","20–24 Years","Manurewa","North Island general electorates","Loss",30
"Female","20–24 Years","Manurewa","North Island general electorates","Loss",30
"Male","25–29 Years","Manurewa","North Island general electorates","Loss",12
"Female","25–29 Years","Manurewa","North Island general electorates","Loss",21
"Male","30–34 Years","Manurewa","North Island general electorates","Loss",15
"Female","30–34 Years","Manurewa","North Island general electorates","Loss",15
"Male","35–39 Years","Manurewa","North Island general electorates","Loss",12
"Female","35–39 Years","Manurewa","North Island general electorates","Loss",15
"Male","40–44 Years","Manurewa","North Island general electorates","Loss",24
"Female","40–44 Years","Manurewa","North Island general electorates","Loss",18
"Male","45–49 Years","Manurewa","North Island general electorates","Loss",18
"Female","45–49 Years","Manurewa","North Island general electorates","Loss",18
"Male","50–54 Years","Manurewa","North Island general electorates","Loss",12
"Female","50–54 Years","Manurewa","North Island general electorates","Loss",9
"Male","55–59 Years","Manurewa","North Island general electorates","Loss",12
"Female","55–59 Years","Manurewa","North Island general electorates","Loss",12
"Male","60–64 Years","Manurewa","North Island general electorates","Loss",9
"Female","60–64 Years","Manurewa","North Island general electorates","Loss",3
"Male","65–69 Years","Manurewa","North Island general electorates","Loss",3
"Female","65–69 Years","Manurewa","North Island general electorates","Loss",3
"Male","70–74 Years","Manurewa","North Island general electorates","Loss",3
"Female","70–74 Years","Manurewa","North Island general electorates","Loss",0
"Male","75–79 Years","Manurewa","North Island general electorates","Loss",0
"Female","75–79 Years","Manurewa","North Island general electorates","Loss",0
"Male","80–84 Years","Manurewa","North Island general electorates","Loss",0
"Female","80–84 Years","Manurewa","North Island general electorates","Loss",0
"Male","85 Years And Over","Manurewa","North Island general electorates","Loss",0
"Female","85 Years And Over","Manurewa","North Island general electorates","Loss",0
"Male","15–19 Years","Maungakiekie","North Island general electorates","Loss",18
"Female","15–19 Years","Maungakiekie","North Island general electorates","Loss",21
"Male","20–24 Years","Maungakiekie","North Island general electorates","Loss",18
"Female","20–24 Years","Maungakiekie","North Island general electorates","Loss",18
"Male","25–29 Years","Maungakiekie","North Island general electorates","Loss",18
"Female","25–29 Years","Maungakiekie","North Island general electorates","Loss",6
"Male","30–34 Years","Maungakiekie","North Island general electorates","Loss",15
"Female","30–34 Years","Maungakiekie","North Island general electorates","Loss",21
"Male","35–39 Years","Maungakiekie","North Island general electorates","Loss",12
"Female","35–39 Years","Maungakiekie","North Island general electorates","Loss",15
"Male","40–44 Years","Maungakiekie","North Island general electorates","Loss",21
"Female","40–44 Years","Maungakiekie","North Island general electorates","Loss",6
"Male","45–49 Years","Maungakiekie","North Island general electorates","Loss",15
"Female","45–49 Years","Maungakiekie","North Island general electorates","Loss",12
"Male","50–54 Years","Maungakiekie","North Island general electorates","Loss",12
"Female","50–54 Years","Maungakiekie","North Island general electorates","Loss",12
"Male","55–59 Years","Maungakiekie","North Island general electorates","Loss",18
"Female","55–59 Years","Maungakiekie","North Island general electorates","Loss",12
"Male","60–64 Years","Maungakiekie","North Island general electorates","Loss",6
"Female","60–64 Years","Maungakiekie","North Island general electorates","Loss",6
"Male","65–69 Years","Maungakiekie","North Island general electorates","Loss",6
"Female","65–69 Years","Maungakiekie","North Island general electorates","Loss",3
"Male","70–74 Years","Maungakiekie","North Island general electorates","Loss",3
"Female","70–74 Years","Maungakiekie","North Island general electorates","Loss",0
"Male","75–79 Years","Maungakiekie","North Island general electorates","Loss",0
"Female","75–79 Years","Maungakiekie","North Island general electorates","Loss",0
"Male","80–84 Years","Maungakiekie","North Island general electorates","Loss",0
"Female","80–84 Years","Maungakiekie","North Island general electorates","Loss",0
"Male","85 Years And Over","Maungakiekie","North Island general electorates","Loss",0
"Female","85 Years And Over","Maungakiekie","North Island general electorates","Loss",0
"Male","15–19 Years","Mt Albert","North Island general electorates","Loss",15
"Female","15–19 Years","Mt Albert","North Island general electorates","Loss",12
"Male","20–24 Years","Mt Albert","North Island general electorates","Loss",18
"Female","20–24 Years","Mt Albert","North Island general electorates","Loss",15
"Male","25–29 Years","Mt Albert","North Island general electorates","Loss",12
"Female","25–29 Years","Mt Albert","North Island general electorates","Loss",12
"Male","30–34 Years","Mt Albert","North Island general electorates","Loss",15
"Female","30–34 Years","Mt Albert","North Island general electorates","Loss",9
"Male","35–39 Years","Mt Albert","North Island general electorates","Loss",9
"Female","35–39 Years","Mt Albert","North Island general electorates","Loss",18
"Male","40–44 Years","Mt Albert","North Island general electorates","Loss",12
"Female","40–44 Years","Mt Albert","North Island general electorates","Loss",15
