"level0","level1","level2","level3","Years at usual residence","count"
"Female","15–19 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",129
"Male","20–24 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",99
"Female","20–24 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",123
"Male","25–29 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",105
"Female","25–29 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",105
"Male","30–34 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",114
"Female","30–34 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",81
"Male","35–39 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",120
"Female","35–39 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",102
"Male","40–44 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",117
"Female","40–44 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",114
"Male","45–49 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",120
"Female","45–49 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",114
"Male","50–54 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",138
"Female","50–54 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",123
"Male","55–59 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",108
"Female","55–59 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",120
"Male","60–64 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",105
"Female","60–64 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",93
"Male","65–69 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",81
"Female","65–69 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",105
"Male","70–74 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",84
"Female","70–74 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",87
"Male","75–79 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",27
"Female","75–79 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",48
"Male","80–84 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",33
"Female","80–84 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",51
"Male","85 Years And Over","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",33
"Female","85 Years And Over","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",42
"Male","0–4 Years","Botany","North Island general electorates","Not elsewhere included(2)",144
"Female","0–4 Years","Botany","North Island general electorates","Not elsewhere included(2)",153
"Male","5–9 Years","Botany","North Island general electorates","Not elsewhere included(2)",126
"Female","5–9 Years","Botany","North Island general electorates","Not elsewhere included(2)",135
"Male","10–14 Years","Botany","North Island general electorates","Not elsewhere included(2)",99
"Female","10–14 Years","Botany","North Island general electorates","Not elsewhere included(2)",129
"Male","15–19 Years","Botany","North Island general electorates","Not elsewhere included(2)",135
"Female","15–19 Years","Botany","North Island general electorates","Not elsewhere included(2)",129
"Male","20–24 Years","Botany","North Island general electorates","Not elsewhere included(2)",111
"Female","20–24 Years","Botany","North Island general electorates","Not elsewhere included(2)",132
"Male","25–29 Years","Botany","North Island general electorates","Not elsewhere included(2)",105
"Female","25–29 Years","Botany","North Island general electorates","Not elsewhere included(2)",132
"Male","30–34 Years","Botany","North Island general electorates","Not elsewhere included(2)",93
"Female","30–34 Years","Botany","North Island general electorates","Not elsewhere included(2)",120
"Male","35–39 Years","Botany","North Island general electorates","Not elsewhere included(2)",102
"Female","35–39 Years","Botany","North Island general electorates","Not elsewhere included(2)",93
"Male","40–44 Years","Botany","North Island general electorates","Not elsewhere included(2)",93
"Female","40–44 Years","Botany","North Island general electorates","Not elsewhere included(2)",105
"Male","45–49 Years","Botany","North Island general electorates","Not elsewhere included(2)",108
"Female","45–49 Years","Botany","North Island general electorates","Not elsewhere included(2)",111
"Male","50–54 Years","Botany","North Island general electorates","Not elsewhere included(2)",105
"Female","50–54 Years","Botany","North Island general electorates","Not elsewhere included(2)",120
"Male","55–59 Years","Botany","North Island general electorates","Not elsewhere included(2)",93
"Female","55–59 Years","Botany","North Island general electorates","Not elsewhere included(2)",72
"Male","60–64 Years","Botany","North Island general electorates","Not elsewhere included(2)",87
"Female","60–64 Years","Botany","North Island general electorates","Not elsewhere included(2)",81
"Male","65–69 Years","Botany","North Island general electorates","Not elsewhere included(2)",66
"Female","65–69 Years","Botany","North Island general electorates","Not elsewhere included(2)",72
"Male","70–74 Years","Botany","North Island general electorates","Not elsewhere included(2)",36
"Female","70–74 Years","Botany","North Island general electorates","Not elsewhere included(2)",30
"Male","75–79 Years","Botany","North Island general electorates","Not elsewhere included(2)",15
"Female","75–79 Years","Botany","North Island general electorates","Not elsewhere included(2)",36
"Male","80–84 Years","Botany","North Island general electorates","Not elsewhere included(2)",21
"Female","80–84 Years","Botany","North Island general electorates","Not elsewhere included(2)",27
"Male","85 Years And Over","Botany","North Island general electorates","Not elsewhere included(2)",12
"Female","85 Years And Over","Botany","North Island general electorates","Not elsewhere included(2)",18
"Male","0–4 Years","Coromandel","North Island general electorates","Not elsewhere included(2)",111
"Female","0–4 Years","Coromandel","North Island general electorates","Not elsewhere included(2)",108
"Male","5–9 Years","Coromandel","North Island general electorates","Not elsewhere included(2)",90
"Female","5–9 Years","Coromandel","North Island general electorates","Not elsewhere included(2)",96
"Male","10–14 Years","Coromandel","North Island general electorates","Not elsewhere included(2)",111
