"level0","level1","level2","Ethnic group (grouped total responses)(1)","count"
"Female","55–59 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Male","60–64 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Female","60–64 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","65–69 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Female","65–69 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","70–74 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Female","70–74 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","75–79 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Female","75–79 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","80–84 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Female","80–84 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","85 Years And Over","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Female","85 Years And Over","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","18 Years And Over","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",36
"Female","18 Years And Over","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",36
"Male","0–4 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",42
"Female","0–4 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",48
"Male","5–9 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",27
"Female","5–9 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",36
"Male","10–14 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",18
"Female","10–14 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",24
"Male","15–19 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",24
"Female","15–19 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",12
"Male","20–24 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",6
"Female","20–24 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",12
"Male","25–29 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",3
"Female","25–29 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",6
"Male","30–34 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",3
"Female","30–34 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",6
"Male","35–39 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",3
"Female","35–39 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",6
"Male","40–44 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","40–44 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",6
"Male","45–49 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",6
"Female","45–49 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",3
"Male","50–54 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","50–54 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",3
"Male","55–59 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","55–59 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",9
"Male","60–64 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",3
"Female","60–64 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Male","65–69 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","65–69 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",3
"Male","70–74 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","70–74 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Male","75–79 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","75–79 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Male","80–84 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","80–84 Years","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Male","85 Years And Over","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Female","85 Years And Over","Te Tai Tokerau","Middle Eastern/ Latin American/
African",0
"Male","18 Years And Over","Te Tai Tokerau","Middle Eastern/ Latin American/
African",27
"Female","18 Years And Over","Te Tai Tokerau","Middle Eastern/ Latin American/
African",60
"Male","0–4 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",36
"Female","0–4 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",36
"Male","5–9 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",33
"Female","5–9 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",27
"Male","10–14 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",27
"Female","10–14 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",27
"Male","15–19 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",18
"Female","15–19 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",18
"Male","20–24 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",12
"Female","20–24 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",15
"Male","25–29 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",9
"Female","25–29 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",6
"Male","30–34 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",6
"Female","30–34 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",9
"Male","35–39 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",6
"Female","35–39 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",6
"Male","40–44 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",6
"Female","40–44 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",3
"Male","45–49 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",6
"Female","45–49 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","50–54 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",3
"Female","50–54 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",3
"Male","55–59 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",3
"Female","55–59 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","60–64 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",3
"Female","60–64 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","65–69 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Female","65–69 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","70–74 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Female","70–74 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","75–79 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Female","75–79 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","80–84 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Female","80–84 Years","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","85 Years And Over","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Female","85 Years And Over","Te Tai Tonga","Middle Eastern/ Latin American/
African",0
"Male","18 Years And Over","Te Tai Tonga","Middle Eastern/ Latin American/
African",66
"Female","18 Years And Over","Te Tai Tonga","Middle Eastern/ Latin American/
African",51
"Male","0–4 Years","Waiariki","Middle Eastern/ Latin American/
African",18
"Female","0–4 Years","Waiariki","Middle Eastern/ Latin American/
African",21
"Male","5–9 Years","Waiariki","Middle Eastern/ Latin American/
African",18
"Female","5–9 Years","Waiariki","Middle Eastern/ Latin American/
African",15
"Male","10–14 Years","Waiariki","Middle Eastern/ Latin American/
African",9
"Female","10–14 Years","Waiariki","Middle Eastern/ Latin American/
African",12
"Male","15–19 Years","Waiariki","Middle Eastern/ Latin American/
African",6
"Female","15–19 Years","Waiariki","Middle Eastern/ Latin American/
African",12
"Male","20–24 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","20–24 Years","Waiariki","Middle Eastern/ Latin American/
African",6
"Male","25–29 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","25–29 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Male","30–34 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Female","30–34 Years","Waiariki","Middle Eastern/ Latin American/
African",6
"Male","35–39 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","35–39 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Male","40–44 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","40–44 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Male","45–49 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Female","45–49 Years","Waiariki","Middle Eastern/ Latin American/
African",6
"Male","50–54 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Female","50–54 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Male","55–59 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Female","55–59 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Male","60–64 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","60–64 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Male","65–69 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","65–69 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Male","70–74 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","70–74 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Male","75–79 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","75–79 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Male","80–84 Years","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","80–84 Years","Waiariki","Middle Eastern/ Latin American/
African",3
"Male","85 Years And Over","Waiariki","Middle Eastern/ Latin American/
African",0
"Female","85 Years And Over","Waiariki","Middle Eastern/ Latin American/
African",0
"Male","18 Years And Over","Waiariki","Middle Eastern/ Latin American/
African",15
"Female","18 Years And Over","Waiariki","Middle Eastern/ Latin American/
African",33
"Male","0–4 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","0–4 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","5–9 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","5–9 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","10–14 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","10–14 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","15–19 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","15–19 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","20–24 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","20–24 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","25–29 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","25–29 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","30–34 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","30–34 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","35–39 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","35–39 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","40–44 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","40–44 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","45–49 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","45–49 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","50–54 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","50–54 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","55–59 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","55–59 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","60–64 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","60–64 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","65–69 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","65–69 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","70–74 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","70–74 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","75–79 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","75–79 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","80–84 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","80–84 Years","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","85 Years And Over","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","85 Years And Over","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","18 Years And Over","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Female","18 Years And Over","Area Outside Māori Electorate","Middle Eastern/ Latin American/
African",NA
"Male","0–4 Years","Hauraki-Waikato","New Zealander",33
"Female","0–4 Years","Hauraki-Waikato","New Zealander",39
"Male","5–9 Years","Hauraki-Waikato","New Zealander",51
"Female","5–9 Years","Hauraki-Waikato","New Zealander",45
"Male","10–14 Years","Hauraki-Waikato","New Zealander",30
"Female","10–14 Years","Hauraki-Waikato","New Zealander",30
"Male","15–19 Years","Hauraki-Waikato","New Zealander",33
"Female","15–19 Years","Hauraki-Waikato","New Zealander",12
"Male","20–24 Years","Hauraki-Waikato","New Zealander",30
"Female","20–24 Years","Hauraki-Waikato","New Zealander",18
"Male","25–29 Years","Hauraki-Waikato","New Zealander",27
"Female","25–29 Years","Hauraki-Waikato","New Zealander",33
"Male","30–34 Years","Hauraki-Waikato","New Zealander",39
"Female","30–34 Years","Hauraki-Waikato","New Zealander",24
"Male","35–39 Years","Hauraki-Waikato","New Zealander",42
"Female","35–39 Years","Hauraki-Waikato","New Zealander",30
"Male","40–44 Years","Hauraki-Waikato","New Zealander",42
"Female","40–44 Years","Hauraki-Waikato","New Zealander",42
"Male","45–49 Years","Hauraki-Waikato","New Zealander",39
"Female","45–49 Years","Hauraki-Waikato","New Zealander",42
"Male","50–54 Years","Hauraki-Waikato","New Zealander",42
"Female","50–54 Years","Hauraki-Waikato","New Zealander",42
"Male","55–59 Years","Hauraki-Waikato","New Zealander",33
"Female","55–59 Years","Hauraki-Waikato","New Zealander",24
"Male","60–64 Years","Hauraki-Waikato","New Zealander",15
"Female","60–64 Years","Hauraki-Waikato","New Zealander",9
"Male","65–69 Years","Hauraki-Waikato","New Zealander",12
"Female","65–69 Years","Hauraki-Waikato","New Zealander",18
"Male","70–74 Years","Hauraki-Waikato","New Zealander",3
"Female","70–74 Years","Hauraki-Waikato","New Zealander",9
"Male","75–79 Years","Hauraki-Waikato","New Zealander",3
"Female","75–79 Years","Hauraki-Waikato","New Zealander",3
"Male","80–84 Years","Hauraki-Waikato","New Zealander",0
"Female","80–84 Years","Hauraki-Waikato","New Zealander",3
"Male","85 Years And Over","Hauraki-Waikato","New Zealander",0
"Female","85 Years And Over","Hauraki-Waikato","New Zealander",0
"Male","18 Years And Over","Hauraki-Waikato","New Zealander",345
"Female","18 Years And Over","Hauraki-Waikato","New Zealander",303
"Male","0–4 Years","Ikaroa-Rāwhiti","New Zealander",30
"Female","0–4 Years","Ikaroa-Rāwhiti","New Zealander",39
"Male","5–9 Years","Ikaroa-Rāwhiti","New Zealander",36
"Female","5–9 Years","Ikaroa-Rāwhiti","New Zealander",39
"Male","10–14 Years","Ikaroa-Rāwhiti","New Zealander",21
"Female","10–14 Years","Ikaroa-Rāwhiti","New Zealander",24
"Male","15–19 Years","Ikaroa-Rāwhiti","New Zealander",30
"Female","15–19 Years","Ikaroa-Rāwhiti","New Zealander",18
"Male","20–24 Years","Ikaroa-Rāwhiti","New Zealander",18
"Female","20–24 Years","Ikaroa-Rāwhiti","New Zealander",15
"Male","25–29 Years","Ikaroa-Rāwhiti","New Zealander",24
"Female","25–29 Years","Ikaroa-Rāwhiti","New Zealander",21
"Male","30–34 Years","Ikaroa-Rāwhiti","New Zealander",30
"Female","30–34 Years","Ikaroa-Rāwhiti","New Zealander",12
"Male","35–39 Years","Ikaroa-Rāwhiti","New Zealander",30
"Female","35–39 Years","Ikaroa-Rāwhiti","New Zealander",36
"Male","40–44 Years","Ikaroa-Rāwhiti","New Zealander",39
"Female","40–44 Years","Ikaroa-Rāwhiti","New Zealander",36
"Male","45–49 Years","Ikaroa-Rāwhiti","New Zealander",51
"Female","45–49 Years","Ikaroa-Rāwhiti","New Zealander",27
"Male","50–54 Years","Ikaroa-Rāwhiti","New Zealander",30
"Female","50–54 Years","Ikaroa-Rāwhiti","New Zealander",36
"Male","55–59 Years","Ikaroa-Rāwhiti","New Zealander",36
"Female","55–59 Years","Ikaroa-Rāwhiti","New Zealander",27
"Male","60–64 Years","Ikaroa-Rāwhiti","New Zealander",24
"Female","60–64 Years","Ikaroa-Rāwhiti","New Zealander",21
"Male","65–69 Years","Ikaroa-Rāwhiti","New Zealander",15
"Female","65–69 Years","Ikaroa-Rāwhiti","New Zealander",9
"Male","70–74 Years","Ikaroa-Rāwhiti","New Zealander",9
"Female","70–74 Years","Ikaroa-Rāwhiti","New Zealander",12
"Male","75–79 Years","Ikaroa-Rāwhiti","New Zealander",0
"Female","75–79 Years","Ikaroa-Rāwhiti","New Zealander",3
"Male","80–84 Years","Ikaroa-Rāwhiti","New Zealander",0
"Female","80–84 Years","Ikaroa-Rāwhiti","New Zealander",3
"Male","85 Years And Over","Ikaroa-Rāwhiti","New Zealander",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","New Zealander",0
"Male","18 Years And Over","Ikaroa-Rāwhiti","New Zealander",309
"Female","18 Years And Over","Ikaroa-Rāwhiti","New Zealander",264
"Male","0–4 Years","Tāmaki Makaurau","New Zealander",18
"Female","0–4 Years","Tāmaki Makaurau","New Zealander",18
"Male","5–9 Years","Tāmaki Makaurau","New Zealander",21
"Female","5–9 Years","Tāmaki Makaurau","New Zealander",21
"Male","10–14 Years","Tāmaki Makaurau","New Zealander",18
"Female","10–14 Years","Tāmaki Makaurau","New Zealander",12
"Male","15–19 Years","Tāmaki Makaurau","New Zealander",21
"Female","15–19 Years","Tāmaki Makaurau","New Zealander",12
"Male","20–24 Years","Tāmaki Makaurau","New Zealander",21
"Female","20–24 Years","Tāmaki Makaurau","New Zealander",12
"Male","25–29 Years","Tāmaki Makaurau","New Zealander",30
"Female","25–29 Years","Tāmaki Makaurau","New Zealander",30
"Male","30–34 Years","Tāmaki Makaurau","New Zealander",33
"Female","30–34 Years","Tāmaki Makaurau","New Zealander",18
"Male","35–39 Years","Tāmaki Makaurau","New Zealander",33
"Female","35–39 Years","Tāmaki Makaurau","New Zealander",24
"Male","40–44 Years","Tāmaki Makaurau","New Zealander",45
"Female","40–44 Years","Tāmaki Makaurau","New Zealander",18
"Male","45–49 Years","Tāmaki Makaurau","New Zealander",30
"Female","45–49 Years","Tāmaki Makaurau","New Zealander",24
"Male","50–54 Years","Tāmaki Makaurau","New Zealander",30
"Female","50–54 Years","Tāmaki Makaurau","New Zealander",24
"Male","55–59 Years","Tāmaki Makaurau","New Zealander",24
"Female","55–59 Years","Tāmaki Makaurau","New Zealander",24
"Male","60–64 Years","Tāmaki Makaurau","New Zealander",12
"Female","60–64 Years","Tāmaki Makaurau","New Zealander",9
"Male","65–69 Years","Tāmaki Makaurau","New Zealander",6
"Female","65–69 Years","Tāmaki Makaurau","New Zealander",3
"Male","70–74 Years","Tāmaki Makaurau","New Zealander",6
"Female","70–74 Years","Tāmaki Makaurau","New Zealander",6
"Male","75–79 Years","Tāmaki Makaurau","New Zealander",3
"Female","75–79 Years","Tāmaki Makaurau","New Zealander",3
"Male","80–84 Years","Tāmaki Makaurau","New Zealander",0
"Female","80–84 Years","Tāmaki Makaurau","New Zealander",3
"Male","85 Years And Over","Tāmaki Makaurau","New Zealander",3
"Female","85 Years And Over","Tāmaki Makaurau","New Zealander",0
"Male","18 Years And Over","Tāmaki Makaurau","New Zealander",285
"Female","18 Years And Over","Tāmaki Makaurau","New Zealander",210
"Male","0–4 Years","Te Tai Hauāuru","New Zealander",42
"Female","0–4 Years","Te Tai Hauāuru","New Zealander",39
"Male","5–9 Years","Te Tai Hauāuru","New Zealander",63
"Female","5–9 Years","Te Tai Hauāuru","New Zealander",42
"Male","10–14 Years","Te Tai Hauāuru","New Zealander",51
"Female","10–14 Years","Te Tai Hauāuru","New Zealander",39
"Male","15–19 Years","Te Tai Hauāuru","New Zealander",30
"Female","15–19 Years","Te Tai Hauāuru","New Zealander",27
"Male","20–24 Years","Te Tai Hauāuru","New Zealander",36
"Female","20–24 Years","Te Tai Hauāuru","New Zealander",27
"Male","25–29 Years","Te Tai Hauāuru","New Zealander",42
"Female","25–29 Years","Te Tai Hauāuru","New Zealander",30
"Male","30–34 Years","Te Tai Hauāuru","New Zealander",33
"Female","30–34 Years","Te Tai Hauāuru","New Zealander",24
"Male","35–39 Years","Te Tai Hauāuru","New Zealander",45
"Female","35–39 Years","Te Tai Hauāuru","New Zealander",42
"Male","40–44 Years","Te Tai Hauāuru","New Zealander",51
"Female","40–44 Years","Te Tai Hauāuru","New Zealander",54
"Male","45–49 Years","Te Tai Hauāuru","New Zealander",54
"Female","45–49 Years","Te Tai Hauāuru","New Zealander",57
"Male","50–54 Years","Te Tai Hauāuru","New Zealander",42
"Female","50–54 Years","Te Tai Hauāuru","New Zealander",42
"Male","55–59 Years","Te Tai Hauāuru","New Zealander",39
"Female","55–59 Years","Te Tai Hauāuru","New Zealander",30
"Male","60–64 Years","Te Tai Hauāuru","New Zealander",24
"Female","60–64 Years","Te Tai Hauāuru","New Zealander",21
"Male","65–69 Years","Te Tai Hauāuru","New Zealander",12
"Female","65–69 Years","Te Tai Hauāuru","New Zealander",15
"Male","70–74 Years","Te Tai Hauāuru","New Zealander",3
"Female","70–74 Years","Te Tai Hauāuru","New Zealander",15
"Male","75–79 Years","Te Tai Hauāuru","New Zealander",3
"Female","75–79 Years","Te Tai Hauāuru","New Zealander",6
"Male","80–84 Years","Te Tai Hauāuru","New Zealander",0
"Female","80–84 Years","Te Tai Hauāuru","New Zealander",0
"Male","85 Years And Over","Te Tai Hauāuru","New Zealander",0
"Female","85 Years And Over","Te Tai Hauāuru","New Zealander",0
"Male","18 Years And Over","Te Tai Hauāuru","New Zealander",399
"Female","18 Years And Over","Te Tai Hauāuru","New Zealander",372
"Male","0–4 Years","Te Tai Tokerau","New Zealander",39
"Female","0–4 Years","Te Tai Tokerau","New Zealander",27
"Male","5–9 Years","Te Tai Tokerau","New Zealander",48
"Female","5–9 Years","Te Tai Tokerau","New Zealander",39
"Male","10–14 Years","Te Tai Tokerau","New Zealander",42
"Female","10–14 Years","Te Tai Tokerau","New Zealander",36
"Male","15–19 Years","Te Tai Tokerau","New Zealander",12
"Female","15–19 Years","Te Tai Tokerau","New Zealander",18
"Male","20–24 Years","Te Tai Tokerau","New Zealander",27
"Female","20–24 Years","Te Tai Tokerau","New Zealander",24
"Male","25–29 Years","Te Tai Tokerau","New Zealander",15
"Female","25–29 Years","Te Tai Tokerau","New Zealander",18
"Male","30–34 Years","Te Tai Tokerau","New Zealander",39
"Female","30–34 Years","Te Tai Tokerau","New Zealander",21
"Male","35–39 Years","Te Tai Tokerau","New Zealander",45
"Female","35–39 Years","Te Tai Tokerau","New Zealander",33
"Male","40–44 Years","Te Tai Tokerau","New Zealander",60
"Female","40–44 Years","Te Tai Tokerau","New Zealander",39
"Male","45–49 Years","Te Tai Tokerau","New Zealander",51
"Female","45–49 Years","Te Tai Tokerau","New Zealander",36
"Male","50–54 Years","Te Tai Tokerau","New Zealander",54
"Female","50–54 Years","Te Tai Tokerau","New Zealander",51
"Male","55–59 Years","Te Tai Tokerau","New Zealander",33
"Female","55–59 Years","Te Tai Tokerau","New Zealander",30
"Male","60–64 Years","Te Tai Tokerau","New Zealander",33
"Female","60–64 Years","Te Tai Tokerau","New Zealander",33
"Male","65–69 Years","Te Tai Tokerau","New Zealander",21
"Female","65–69 Years","Te Tai Tokerau","New Zealander",12
"Male","70–74 Years","Te Tai Tokerau","New Zealander",15
"Female","70–74 Years","Te Tai Tokerau","New Zealander",12
"Male","75–79 Years","Te Tai Tokerau","New Zealander",3
"Female","75–79 Years","Te Tai Tokerau","New Zealander",6
"Male","80–84 Years","Te Tai Tokerau","New Zealander",6
"Female","80–84 Years","Te Tai Tokerau","New Zealander",6
"Male","85 Years And Over","Te Tai Tokerau","New Zealander",0
"Female","85 Years And Over","Te Tai Tokerau","New Zealander",3
"Male","18 Years And Over","Te Tai Tokerau","New Zealander",399
"Female","18 Years And Over","Te Tai Tokerau","New Zealander",327
"Male","0–4 Years","Te Tai Tonga","New Zealander",72
"Female","0–4 Years","Te Tai Tonga","New Zealander",60
"Male","5–9 Years","Te Tai Tonga","New Zealander",114
"Female","5–9 Years","Te Tai Tonga","New Zealander",93
"Male","10–14 Years","Te Tai Tonga","New Zealander",93
"Female","10–14 Years","Te Tai Tonga","New Zealander",66
"Male","15–19 Years","Te Tai Tonga","New Zealander",72
"Female","15–19 Years","Te Tai Tonga","New Zealander",45
"Male","20–24 Years","Te Tai Tonga","New Zealander",72
"Female","20–24 Years","Te Tai Tonga","New Zealander",54
"Male","25–29 Years","Te Tai Tonga","New Zealander",75
"Female","25–29 Years","Te Tai Tonga","New Zealander",48
"Male","30–34 Years","Te Tai Tonga","New Zealander",99
"Female","30–34 Years","Te Tai Tonga","New Zealander",60
"Male","35–39 Years","Te Tai Tonga","New Zealander",90
"Female","35–39 Years","Te Tai Tonga","New Zealander",72
"Male","40–44 Years","Te Tai Tonga","New Zealander",111
"Female","40–44 Years","Te Tai Tonga","New Zealander",96
"Male","45–49 Years","Te Tai Tonga","New Zealander",105
"Female","45–49 Years","Te Tai Tonga","New Zealander",66
"Male","50–54 Years","Te Tai Tonga","New Zealander",87
"Female","50–54 Years","Te Tai Tonga","New Zealander",69
"Male","55–59 Years","Te Tai Tonga","New Zealander",51
"Female","55–59 Years","Te Tai Tonga","New Zealander",51
"Male","60–64 Years","Te Tai Tonga","New Zealander",42
"Female","60–64 Years","Te Tai Tonga","New Zealander",21
"Male","65–69 Years","Te Tai Tonga","New Zealander",24
"Female","65–69 Years","Te Tai Tonga","New Zealander",15
"Male","70–74 Years","Te Tai Tonga","New Zealander",9
"Female","70–74 Years","Te Tai Tonga","New Zealander",12
"Male","75–79 Years","Te Tai Tonga","New Zealander",6
"Female","75–79 Years","Te Tai Tonga","New Zealander",6
"Male","80–84 Years","Te Tai Tonga","New Zealander",3
"Female","80–84 Years","Te Tai Tonga","New Zealander",0
"Male","85 Years And Over","Te Tai Tonga","New Zealander",0
"Female","85 Years And Over","Te Tai Tonga","New Zealander",0
"Male","18 Years And Over","Te Tai Tonga","New Zealander",801
"Female","18 Years And Over","Te Tai Tonga","New Zealander",588
"Male","0–4 Years","Waiariki","New Zealander",33
"Female","0–4 Years","Waiariki","New Zealander",27
"Male","5–9 Years","Waiariki","New Zealander",48
"Female","5–9 Years","Waiariki","New Zealander",36
"Male","10–14 Years","Waiariki","New Zealander",24
