"level0","level1","level2","Languages spoken(1) (total responses)(2)","count"
"Female","65–69 Years","Te Tai Tonga","Māori",186
"Male","70–74 Years","Te Tai Tonga","Māori",201
"Female","70–74 Years","Te Tai Tonga","Māori",141
"Male","75–79 Years","Te Tai Tonga","Māori",108
"Female","75–79 Years","Te Tai Tonga","Māori",75
"Male","80–84 Years","Te Tai Tonga","Māori",45
"Female","80–84 Years","Te Tai Tonga","Māori",42
"Male","85 Years And Over","Te Tai Tonga","Māori",12
"Female","85 Years And Over","Te Tai Tonga","Māori",30
"Male","0–4 Years","Waiariki","Māori",819
"Female","0–4 Years","Waiariki","Māori",792
"Male","5–9 Years","Waiariki","Māori",1059
"Female","5–9 Years","Waiariki","Māori",1062
"Male","10–14 Years","Waiariki","Māori",1032
"Female","10–14 Years","Waiariki","Māori",1092
"Male","15–19 Years","Waiariki","Māori",861
"Female","15–19 Years","Waiariki","Māori",951
"Male","20–24 Years","Waiariki","Māori",597
"Female","20–24 Years","Waiariki","Māori",789
"Male","25–29 Years","Waiariki","Māori",567
"Female","25–29 Years","Waiariki","Māori",804
"Male","30–34 Years","Waiariki","Māori",519
"Female","30–34 Years","Waiariki","Māori",810
"Male","35–39 Years","Waiariki","Māori",540
"Female","35–39 Years","Waiariki","Māori",720
"Male","40–44 Years","Waiariki","Māori",561
"Female","40–44 Years","Waiariki","Māori",675
"Male","45–49 Years","Waiariki","Māori",531
"Female","45–49 Years","Waiariki","Māori",681
"Male","50–54 Years","Waiariki","Māori",603
"Female","50–54 Years","Waiariki","Māori",723
"Male","55–59 Years","Waiariki","Māori",489
"Female","55–59 Years","Waiariki","Māori",564
"Male","60–64 Years","Waiariki","Māori",447
"Female","60–64 Years","Waiariki","Māori",507
"Male","65–69 Years","Waiariki","Māori",381
"Female","65–69 Years","Waiariki","Māori",348
"Male","70–74 Years","Waiariki","Māori",294
"Female","70–74 Years","Waiariki","Māori",354
"Male","75–79 Years","Waiariki","Māori",198
"Female","75–79 Years","Waiariki","Māori",249
"Male","80–84 Years","Waiariki","Māori",102
"Female","80–84 Years","Waiariki","Māori",165
"Male","85 Years And Over","Waiariki","Māori",39
"Female","85 Years And Over","Waiariki","Māori",78
"Male","0–4 Years","Area Outside Māori Electorate","Māori",NA
"Female","0–4 Years","Area Outside Māori Electorate","Māori",NA
"Male","5–9 Years","Area Outside Māori Electorate","Māori",NA
"Female","5–9 Years","Area Outside Māori Electorate","Māori",NA
"Male","10–14 Years","Area Outside Māori Electorate","Māori",NA
"Female","10–14 Years","Area Outside Māori Electorate","Māori",NA
"Male","15–19 Years","Area Outside Māori Electorate","Māori",NA
"Female","15–19 Years","Area Outside Māori Electorate","Māori",NA
"Male","20–24 Years","Area Outside Māori Electorate","Māori",NA
"Female","20–24 Years","Area Outside Māori Electorate","Māori",NA
"Male","25–29 Years","Area Outside Māori Electorate","Māori",NA
"Female","25–29 Years","Area Outside Māori Electorate","Māori",NA
"Male","30–34 Years","Area Outside Māori Electorate","Māori",NA
"Female","30–34 Years","Area Outside Māori Electorate","Māori",NA
"Male","35–39 Years","Area Outside Māori Electorate","Māori",NA
"Female","35–39 Years","Area Outside Māori Electorate","Māori",NA
"Male","40–44 Years","Area Outside Māori Electorate","Māori",NA
"Female","40–44 Years","Area Outside Māori Electorate","Māori",NA
"Male","45–49 Years","Area Outside Māori Electorate","Māori",NA
"Female","45–49 Years","Area Outside Māori Electorate","Māori",NA
"Male","50–54 Years","Area Outside Māori Electorate","Māori",NA
"Female","50–54 Years","Area Outside Māori Electorate","Māori",NA
"Male","55–59 Years","Area Outside Māori Electorate","Māori",NA
"Female","55–59 Years","Area Outside Māori Electorate","Māori",NA
"Male","60–64 Years","Area Outside Māori Electorate","Māori",NA
"Female","60–64 Years","Area Outside Māori Electorate","Māori",NA
"Male","65–69 Years","Area Outside Māori Electorate","Māori",NA
"Female","65–69 Years","Area Outside Māori Electorate","Māori",NA
"Male","70–74 Years","Area Outside Māori Electorate","Māori",NA
"Female","70–74 Years","Area Outside Māori Electorate","Māori",NA
"Male","75–79 Years","Area Outside Māori Electorate","Māori",NA
"Female","75–79 Years","Area Outside Māori Electorate","Māori",NA
"Male","80–84 Years","Area Outside Māori Electorate","Māori",NA
"Female","80–84 Years","Area Outside Māori Electorate","Māori",NA
"Male","85 Years And Over","Area Outside Māori Electorate","Māori",NA
"Female","85 Years And Over","Area Outside Māori Electorate","Māori",NA
"Male","0–4 Years","Hauraki-Waikato","Samoan",12
"Female","0–4 Years","Hauraki-Waikato","Samoan",21
"Male","5–9 Years","Hauraki-Waikato","Samoan",15
"Female","5–9 Years","Hauraki-Waikato","Samoan",18
"Male","10–14 Years","Hauraki-Waikato","Samoan",12
"Female","10–14 Years","Hauraki-Waikato","Samoan",9
"Male","15–19 Years","Hauraki-Waikato","Samoan",21
"Female","15–19 Years","Hauraki-Waikato","Samoan",18
"Male","20–24 Years","Hauraki-Waikato","Samoan",18
"Female","20–24 Years","Hauraki-Waikato","Samoan",9
"Male","25–29 Years","Hauraki-Waikato","Samoan",18
"Female","25–29 Years","Hauraki-Waikato","Samoan",12
"Male","30–34 Years","Hauraki-Waikato","Samoan",9
"Female","30–34 Years","Hauraki-Waikato","Samoan",3
"Male","35–39 Years","Hauraki-Waikato","Samoan",18
"Female","35–39 Years","Hauraki-Waikato","Samoan",9
"Male","40–44 Years","Hauraki-Waikato","Samoan",9
"Female","40–44 Years","Hauraki-Waikato","Samoan",6
"Male","45–49 Years","Hauraki-Waikato","Samoan",9
"Female","45–49 Years","Hauraki-Waikato","Samoan",3
"Male","50–54 Years","Hauraki-Waikato","Samoan",9
"Female","50–54 Years","Hauraki-Waikato","Samoan",6
"Male","55–59 Years","Hauraki-Waikato","Samoan",6
"Female","55–59 Years","Hauraki-Waikato","Samoan",9
"Male","60–64 Years","Hauraki-Waikato","Samoan",6
"Female","60–64 Years","Hauraki-Waikato","Samoan",0
"Male","65–69 Years","Hauraki-Waikato","Samoan",3
"Female","65–69 Years","Hauraki-Waikato","Samoan",0
"Male","70–74 Years","Hauraki-Waikato","Samoan",0
"Female","70–74 Years","Hauraki-Waikato","Samoan",0
"Male","75–79 Years","Hauraki-Waikato","Samoan",0
"Female","75–79 Years","Hauraki-Waikato","Samoan",0
"Male","80–84 Years","Hauraki-Waikato","Samoan",0
"Female","80–84 Years","Hauraki-Waikato","Samoan",0
"Male","85 Years And Over","Hauraki-Waikato","Samoan",0
"Female","85 Years And Over","Hauraki-Waikato","Samoan",0
"Male","0–4 Years","Ikaroa-Rāwhiti","Samoan",30
"Female","0–4 Years","Ikaroa-Rāwhiti","Samoan",21
"Male","5–9 Years","Ikaroa-Rāwhiti","Samoan",33
"Female","5–9 Years","Ikaroa-Rāwhiti","Samoan",21
"Male","10–14 Years","Ikaroa-Rāwhiti","Samoan",27
"Female","10–14 Years","Ikaroa-Rāwhiti","Samoan",33
"Male","15–19 Years","Ikaroa-Rāwhiti","Samoan",18
"Female","15–19 Years","Ikaroa-Rāwhiti","Samoan",18
"Male","20–24 Years","Ikaroa-Rāwhiti","Samoan",27
"Female","20–24 Years","Ikaroa-Rāwhiti","Samoan",21
"Male","25–29 Years","Ikaroa-Rāwhiti","Samoan",9
"Female","25–29 Years","Ikaroa-Rāwhiti","Samoan",15
"Male","30–34 Years","Ikaroa-Rāwhiti","Samoan",21
"Female","30–34 Years","Ikaroa-Rāwhiti","Samoan",21
"Male","35–39 Years","Ikaroa-Rāwhiti","Samoan",18
"Female","35–39 Years","Ikaroa-Rāwhiti","Samoan",15
"Male","40–44 Years","Ikaroa-Rāwhiti","Samoan",12
"Female","40–44 Years","Ikaroa-Rāwhiti","Samoan",9
"Male","45–49 Years","Ikaroa-Rāwhiti","Samoan",18
"Female","45–49 Years","Ikaroa-Rāwhiti","Samoan",15
"Male","50–54 Years","Ikaroa-Rāwhiti","Samoan",9
"Female","50–54 Years","Ikaroa-Rāwhiti","Samoan",12
"Male","55–59 Years","Ikaroa-Rāwhiti","Samoan",12
"Female","55–59 Years","Ikaroa-Rāwhiti","Samoan",9
"Male","60–64 Years","Ikaroa-Rāwhiti","Samoan",6
"Female","60–64 Years","Ikaroa-Rāwhiti","Samoan",0
"Male","65–69 Years","Ikaroa-Rāwhiti","Samoan",6
"Female","65–69 Years","Ikaroa-Rāwhiti","Samoan",6
"Male","70–74 Years","Ikaroa-Rāwhiti","Samoan",9
"Female","70–74 Years","Ikaroa-Rāwhiti","Samoan",3
"Male","75–79 Years","Ikaroa-Rāwhiti","Samoan",6
"Female","75–79 Years","Ikaroa-Rāwhiti","Samoan",0
"Male","80–84 Years","Ikaroa-Rāwhiti","Samoan",3
"Female","80–84 Years","Ikaroa-Rāwhiti","Samoan",3
"Male","85 Years And Over","Ikaroa-Rāwhiti","Samoan",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","Samoan",0
"Male","0–4 Years","Tāmaki Makaurau","Samoan",102
"Female","0–4 Years","Tāmaki Makaurau","Samoan",105
"Male","5–9 Years","Tāmaki Makaurau","Samoan",57
"Female","5–9 Years","Tāmaki Makaurau","Samoan",87
"Male","10–14 Years","Tāmaki Makaurau","Samoan",63
"Female","10–14 Years","Tāmaki Makaurau","Samoan",54
"Male","15–19 Years","Tāmaki Makaurau","Samoan",54
"Female","15–19 Years","Tāmaki Makaurau","Samoan",63
"Male","20–24 Years","Tāmaki Makaurau","Samoan",48
"Female","20–24 Years","Tāmaki Makaurau","Samoan",42
"Male","25–29 Years","Tāmaki Makaurau","Samoan",33
"Female","25–29 Years","Tāmaki Makaurau","Samoan",39
"Male","30–34 Years","Tāmaki Makaurau","Samoan",33
"Female","30–34 Years","Tāmaki Makaurau","Samoan",39
"Male","35–39 Years","Tāmaki Makaurau","Samoan",24
"Female","35–39 Years","Tāmaki Makaurau","Samoan",33
"Male","40–44 Years","Tāmaki Makaurau","Samoan",21
"Female","40–44 Years","Tāmaki Makaurau","Samoan",21
"Male","45–49 Years","Tāmaki Makaurau","Samoan",15
"Female","45–49 Years","Tāmaki Makaurau","Samoan",15
"Male","50–54 Years","Tāmaki Makaurau","Samoan",21
"Female","50–54 Years","Tāmaki Makaurau","Samoan",6
"Male","55–59 Years","Tāmaki Makaurau","Samoan",12
"Female","55–59 Years","Tāmaki Makaurau","Samoan",9
"Male","60–64 Years","Tāmaki Makaurau","Samoan",9
"Female","60–64 Years","Tāmaki Makaurau","Samoan",9
"Male","65–69 Years","Tāmaki Makaurau","Samoan",6
"Female","65–69 Years","Tāmaki Makaurau","Samoan",3
"Male","70–74 Years","Tāmaki Makaurau","Samoan",3
"Female","70–74 Years","Tāmaki Makaurau","Samoan",3
"Male","75–79 Years","Tāmaki Makaurau","Samoan",3
"Female","75–79 Years","Tāmaki Makaurau","Samoan",0
"Male","80–84 Years","Tāmaki Makaurau","Samoan",3
"Female","80–84 Years","Tāmaki Makaurau","Samoan",0
"Male","85 Years And Over","Tāmaki Makaurau","Samoan",0
"Female","85 Years And Over","Tāmaki Makaurau","Samoan",0
"Male","0–4 Years","Te Tai Hauāuru","Samoan",39
"Female","0–4 Years","Te Tai Hauāuru","Samoan",36
"Male","5–9 Years","Te Tai Hauāuru","Samoan",15
"Female","5–9 Years","Te Tai Hauāuru","Samoan",21
"Male","10–14 Years","Te Tai Hauāuru","Samoan",30
"Female","10–14 Years","Te Tai Hauāuru","Samoan",27
"Male","15–19 Years","Te Tai Hauāuru","Samoan",27
"Female","15–19 Years","Te Tai Hauāuru","Samoan",27
"Male","20–24 Years","Te Tai Hauāuru","Samoan",24
"Female","20–24 Years","Te Tai Hauāuru","Samoan",12
"Male","25–29 Years","Te Tai Hauāuru","Samoan",12
"Female","25–29 Years","Te Tai Hauāuru","Samoan",18
"Male","30–34 Years","Te Tai Hauāuru","Samoan",12
"Female","30–34 Years","Te Tai Hauāuru","Samoan",21
"Male","35–39 Years","Te Tai Hauāuru","Samoan",18
"Female","35–39 Years","Te Tai Hauāuru","Samoan",6
"Male","40–44 Years","Te Tai Hauāuru","Samoan",12
"Female","40–44 Years","Te Tai Hauāuru","Samoan",12
"Male","45–49 Years","Te Tai Hauāuru","Samoan",12
"Female","45–49 Years","Te Tai Hauāuru","Samoan",12
"Male","50–54 Years","Te Tai Hauāuru","Samoan",15
"Female","50–54 Years","Te Tai Hauāuru","Samoan",9
"Male","55–59 Years","Te Tai Hauāuru","Samoan",9
"Female","55–59 Years","Te Tai Hauāuru","Samoan",9
"Male","60–64 Years","Te Tai Hauāuru","Samoan",6
"Female","60–64 Years","Te Tai Hauāuru","Samoan",6
"Male","65–69 Years","Te Tai Hauāuru","Samoan",6
"Female","65–69 Years","Te Tai Hauāuru","Samoan",6
"Male","70–74 Years","Te Tai Hauāuru","Samoan",3
"Female","70–74 Years","Te Tai Hauāuru","Samoan",3
"Male","75–79 Years","Te Tai Hauāuru","Samoan",0
"Female","75–79 Years","Te Tai Hauāuru","Samoan",0
"Male","80–84 Years","Te Tai Hauāuru","Samoan",0
"Female","80–84 Years","Te Tai Hauāuru","Samoan",0
"Male","85 Years And Over","Te Tai Hauāuru","Samoan",3
"Female","85 Years And Over","Te Tai Hauāuru","Samoan",0
"Male","0–4 Years","Te Tai Tokerau","Samoan",39
"Female","0–4 Years","Te Tai Tokerau","Samoan",30
"Male","5–9 Years","Te Tai Tokerau","Samoan",24
"Female","5–9 Years","Te Tai Tokerau","Samoan",27
"Male","10–14 Years","Te Tai Tokerau","Samoan",30
"Female","10–14 Years","Te Tai Tokerau","Samoan",27
"Male","15–19 Years","Te Tai Tokerau","Samoan",30
"Female","15–19 Years","Te Tai Tokerau","Samoan",21
"Male","20–24 Years","Te Tai Tokerau","Samoan",21
"Female","20–24 Years","Te Tai Tokerau","Samoan",21
"Male","25–29 Years","Te Tai Tokerau","Samoan",18
"Female","25–29 Years","Te Tai Tokerau","Samoan",12
"Male","30–34 Years","Te Tai Tokerau","Samoan",15
"Female","30–34 Years","Te Tai Tokerau","Samoan",15
"Male","35–39 Years","Te Tai Tokerau","Samoan",15
"Female","35–39 Years","Te Tai Tokerau","Samoan",12
"Male","40–44 Years","Te Tai Tokerau","Samoan",12
"Female","40–44 Years","Te Tai Tokerau","Samoan",12
"Male","45–49 Years","Te Tai Tokerau","Samoan",24
"Female","45–49 Years","Te Tai Tokerau","Samoan",15
"Male","50–54 Years","Te Tai Tokerau","Samoan",18
"Female","50–54 Years","Te Tai Tokerau","Samoan",9
"Male","55–59 Years","Te Tai Tokerau","Samoan",12
"Female","55–59 Years","Te Tai Tokerau","Samoan",12
"Male","60–64 Years","Te Tai Tokerau","Samoan",6
"Female","60–64 Years","Te Tai Tokerau","Samoan",12
"Male","65–69 Years","Te Tai Tokerau","Samoan",3
"Female","65–69 Years","Te Tai Tokerau","Samoan",6
"Male","70–74 Years","Te Tai Tokerau","Samoan",3
"Female","70–74 Years","Te Tai Tokerau","Samoan",3
"Male","75–79 Years","Te Tai Tokerau","Samoan",3
"Female","75–79 Years","Te Tai Tokerau","Samoan",0
"Male","80–84 Years","Te Tai Tokerau","Samoan",0
"Female","80–84 Years","Te Tai Tokerau","Samoan",0
"Male","85 Years And Over","Te Tai Tokerau","Samoan",0
"Female","85 Years And Over","Te Tai Tokerau","Samoan",0
"Male","0–4 Years","Te Tai Tonga","Samoan",39
"Female","0–4 Years","Te Tai Tonga","Samoan",33
"Male","5–9 Years","Te Tai Tonga","Samoan",27
"Female","5–9 Years","Te Tai Tonga","Samoan",24
"Male","10–14 Years","Te Tai Tonga","Samoan",27
"Female","10–14 Years","Te Tai Tonga","Samoan",39
"Male","15–19 Years","Te Tai Tonga","Samoan",51
"Female","15–19 Years","Te Tai Tonga","Samoan",54
"Male","20–24 Years","Te Tai Tonga","Samoan",54
"Female","20–24 Years","Te Tai Tonga","Samoan",27
"Male","25–29 Years","Te Tai Tonga","Samoan",30
"Female","25–29 Years","Te Tai Tonga","Samoan",24
"Male","30–34 Years","Te Tai Tonga","Samoan",24
"Female","30–34 Years","Te Tai Tonga","Samoan",18
"Male","35–39 Years","Te Tai Tonga","Samoan",24
"Female","35–39 Years","Te Tai Tonga","Samoan",21
"Male","40–44 Years","Te Tai Tonga","Samoan",21
"Female","40–44 Years","Te Tai Tonga","Samoan",21
"Male","45–49 Years","Te Tai Tonga","Samoan",24
"Female","45–49 Years","Te Tai Tonga","Samoan",12
"Male","50–54 Years","Te Tai Tonga","Samoan",21
"Female","50–54 Years","Te Tai Tonga","Samoan",12
"Male","55–59 Years","Te Tai Tonga","Samoan",12
"Female","55–59 Years","Te Tai Tonga","Samoan",9
"Male","60–64 Years","Te Tai Tonga","Samoan",9
"Female","60–64 Years","Te Tai Tonga","Samoan",9
"Male","65–69 Years","Te Tai Tonga","Samoan",6
"Female","65–69 Years","Te Tai Tonga","Samoan",3
"Male","70–74 Years","Te Tai Tonga","Samoan",3
"Female","70–74 Years","Te Tai Tonga","Samoan",0
"Male","75–79 Years","Te Tai Tonga","Samoan",0
"Female","75–79 Years","Te Tai Tonga","Samoan",3
"Male","80–84 Years","Te Tai Tonga","Samoan",0
"Female","80–84 Years","Te Tai Tonga","Samoan",0
"Male","85 Years And Over","Te Tai Tonga","Samoan",0
"Female","85 Years And Over","Te Tai Tonga","Samoan",0
"Male","0–4 Years","Waiariki","Samoan",9
"Female","0–4 Years","Waiariki","Samoan",6
"Male","5–9 Years","Waiariki","Samoan",9
"Female","5–9 Years","Waiariki","Samoan",15
"Male","10–14 Years","Waiariki","Samoan",12
"Female","10–14 Years","Waiariki","Samoan",18
"Male","15–19 Years","Waiariki","Samoan",15
"Female","15–19 Years","Waiariki","Samoan",12
"Male","20–24 Years","Waiariki","Samoan",9
"Female","20–24 Years","Waiariki","Samoan",3
"Male","25–29 Years","Waiariki","Samoan",6
"Female","25–29 Years","Waiariki","Samoan",15
"Male","30–34 Years","Waiariki","Samoan",18
"Female","30–34 Years","Waiariki","Samoan",15
"Male","35–39 Years","Waiariki","Samoan",15
"Female","35–39 Years","Waiariki","Samoan",3
"Male","40–44 Years","Waiariki","Samoan",9
"Female","40–44 Years","Waiariki","Samoan",9
"Male","45–49 Years","Waiariki","Samoan",9
"Female","45–49 Years","Waiariki","Samoan",9
"Male","50–54 Years","Waiariki","Samoan",9
"Female","50–54 Years","Waiariki","Samoan",6
"Male","55–59 Years","Waiariki","Samoan",6
